"Tiempo","Frecuencia (Hz)","ESTACION","FECHA DE SUSCRIPCION","TIPO","Level (dBµV/m)","Bandwidth (Hz)","Offset (Hz)","FM (Hz)","Arch_ Info"
"23/05/2025  17:16:42,555","   107300000"," ","05/01/2024  13:44:39,000","R","  42,6","      473437","         792","       49974",
"23/05/2025  17:16:42,555","   107500000"," ","05/01/2024  13:44:39,000","R","  33,6","      493750","        -659","       49975",
"23/05/2025  17:16:42,555","   107700000"," ","05/01/2024  13:44:39,000","R","  38,8","      495312","        -136","       49974",
"23/05/2025  17:16:42,555","   107900000"," ","05/01/2024  13:44:39,000","R","  39,1","      493437","         125","       49974",
"23/05/2025  17:16:42,555","   108000000"," ","05/01/2024  13:44:39,000","R","  34,5","      489375","        2702","       49975",
"23/05/2025  17:17:01,960","    88100000"," ","05/01/2024  13:44:39,000","R","  49,9","      475312","        -140","       49974",
"23/05/2025  17:17:01,960","    88300000"," ","05/01/2024  13:44:39,000","R","  42,2","      471562","         293","       49982",
"23/05/2025  17:17:01,960","    88500000","RADIO SONORAMA FM","04/03/2021  13:44:39,000","R","  58,5","      457500","         -71","        7313",
"23/05/2025  17:17:01,960","    88700000"," ","05/01/2024  13:44:39,000","R","  40,0","         625","        -325","       49984",
"23/05/2025  17:17:01,960","    88900000","LA RADIO DE LA ASAMBLEA NACIONA","24/01/2022  13:44:39,000","R","  86,2","         625","         -74","         160",
"23/05/2025  17:17:01,960","    90100000","RADIO ONDA MUNICIPAL FM","07/02/2018  13:44:39,000","M"," 104,1","      107187","        -621","       49975",
"23/05/2025  17:17:01,960","    90300000"," ","05/01/2024  13:44:39,000","R","  48,2","      104375","       -2000","       49975",
"23/05/2025  17:17:01,960","    90500000"," ","05/01/2024  13:44:39,000","R","  43,1","      492812","       -2427","       49975",
"23/05/2025  17:17:01,960","    90700000"," ","05/01/2024  13:44:39,000","R","  38,4","      494062","        1197","       49980",
"23/05/2025  17:17:01,960","    90900000"," ","05/01/2024  13:44:39,000","R","  42,2","      491875","        -337","       49974",
"23/05/2025  17:17:01,960","    91100000"," ","05/01/2024  13:44:39,000","R","  40,4","      495312","        -258","       49974",
"23/05/2025  17:17:01,960","    91300000"," ","05/01/2024  13:44:39,000","R","  45,9","      478437","        -290","       49974",
"23/05/2025  17:17:01,960","    91500000"," ","05/01/2024  13:44:39,000","R","  42,5","      490000","         307","       49974",
"23/05/2025  17:17:01,960","    91700000"," ","05/01/2024  13:44:39,000","R","  39,5","      485000","          93","       49974",
"23/05/2025  17:17:01,960","    91900000"," ","05/01/2024  13:44:39,000","R","  46,8","      125000","       12143","       49977",
"23/05/2025  17:17:01,960","    92100000","AMAZONAS FM","03/03/2021  13:44:39,000","R","  92,1","      142812","        1022","       49985",
"23/05/2025  17:17:01,960","    92300000"," ","05/01/2024  13:44:39,000","R","  40,3","      116250","       -4963","       49986",
"23/05/2025  17:17:01,960","    92500000"," ","05/01/2024  13:44:39,000","R","  49,4","      477812","        1275","       49979",
"23/05/2025  17:17:01,960","    92700000"," ","05/01/2024  13:44:39,000","R","  39,7","      493750","        -804","       49975",
"23/05/2025  17:17:01,960","    92900000"," ","05/01/2024  13:44:39,000","R","  47,2","      492187","        -314","       49974",
"23/05/2025  17:17:01,960","    93100000"," ","05/01/2024  13:44:39,000","R","  40,7","      496562","        -763","       49975",
"23/05/2025  17:17:01,960","    93300000"," ","05/01/2024  13:44:39,000","R","  41,1","      494687","          81","       49974",
"23/05/2025  17:17:01,960","    93500000"," ","05/01/2024  13:44:39,000","R","  38,0","      495000","         124","       49974",
"23/05/2025  17:17:01,960","    93700000"," ","05/01/2024  13:44:39,000","R","  46,6","      480625","        -115","       49974",
"23/05/2025  17:17:01,960","    93900000"," ","05/01/2024  13:44:39,000","R","  36,4","      493750","        -314","       49986",
"23/05/2025  17:17:01,960","    94100000"," ","05/01/2024  13:44:39,000","R","  38,5","      496562","        -205","       49974",
"23/05/2025  17:17:01,960","    94300000"," ","05/01/2024  13:44:39,000","R","  38,0","      120625","         405","       49974",
"23/05/2025  17:17:01,960","    94500000","LA KARIBEÑA","14/03/2022  13:44:39,000","R","  82,1","      145312","        -451","       49972",
"23/05/2025  17:17:01,960","    94700000"," ","05/01/2024  13:44:39,000","R","  37,7","      122187","         127","       49980",
"23/05/2025  17:17:01,960","    94900000"," ","05/01/2024  13:44:39,000","R","  42,5","      494062","         360","       49974",
"23/05/2025  17:17:01,960","    95100000"," ","05/01/2024  13:44:39,000","R","  40,9","      495937","         352","       49974",
"23/05/2025  17:17:01,960","    95300000"," ","05/01/2024  13:44:39,000","R","  41,4","      491250","          50","       49974",
"23/05/2025  17:17:01,960","    95500000"," ","05/01/2024  13:44:39,000","R","  36,6","      117812","        -856","       49988",
"23/05/2025  17:17:01,960","    95700000","RADIO ROMÁNTICA FM","14/07/2017  13:44:39,000","R","  87,7","      136250","       -2079","       49975",
"23/05/2025  17:17:01,960","    95900000"," ","05/01/2024  13:44:39,000","R","  40,2","      116875","        -159","       49974",
"23/05/2025  17:17:01,960","    96100000"," ","05/01/2024  13:44:39,000","R","  54,9","      403437","         274","       49974",
"23/05/2025  17:17:01,960","    96300000"," ","05/01/2024  13:44:39,000","R","  41,7","      439375","       -2238","       49975",
"23/05/2025  17:17:01,960","    96500000"," ","05/01/2024  13:44:39,000","R","  38,8","      497812","         544","       49974",
"23/05/2025  17:17:01,960","    96700000"," ","05/01/2024  13:44:39,000","R","  40,1","      477812","         767","       49974",
"23/05/2025  17:17:01,960","    96900000"," ","05/01/2024  13:44:39,000","R","  49,5","      385000","        -434","       49974",
"23/05/2025  17:17:01,960","    97100000"," ","05/01/2024  13:44:39,000","R","  36,0","      460000","         -24","       49974",
"23/05/2025  17:17:01,960","    97300000"," ","05/01/2024  13:44:39,000","R","  36,1","      496562","         402","       49974",
"23/05/2025  17:17:01,960","    97500000"," ","05/01/2024  13:44:39,000","R","  35,6","      491250","         194","       49974",
"23/05/2025  17:17:01,960","    97700000"," ","05/01/2024  13:44:39,000","R","  43,9","       76562","         445","       49974",
"23/05/2025  17:17:01,960","    97900000"," ","05/01/2024  13:44:39,000","R","  75,4","      184687","       17715","       49983",
"23/05/2025  17:17:01,960","    98100000","RADIO PODOCARPUS","04/03/2021  13:45:39,000","M"," 102,5","      238750","        -389","       49982",
"23/05/2025  17:17:01,960","    98300000"," ","05/01/2024  13:44:39,000","R","  40,3","      175312","      -13664","       49978",
"23/05/2025  17:17:01,960","    98500000"," ","05/01/2024  13:44:39,000","R","  41,1","       89687","        -422","       49974",
"23/05/2025  17:17:01,960","    98700000"," ","05/01/2024  13:44:39,000","R","  54,1","      350312","        1026","       49975",
"23/05/2025  17:17:01,960","    98900000"," ","05/01/2024  13:44:39,000","R","  56,8","      344375","         703","       49974",
"23/05/2025  17:17:01,960","    99100000"," ","05/01/2024  13:44:39,000","R","  48,6","      495000","       -1942","       49975",
"23/05/2025  17:17:01,960","    99300000"," ","05/01/2024  13:44:39,000","R","  47,7","      430312","         152","       49978",
"23/05/2025  17:17:01,960","    99500000"," ","05/01/2024  13:44:39,000","R","  37,2","      465937","       12941","       49977",
"23/05/2025  17:17:01,960","    99700000"," ","05/01/2024  13:44:39,000","R","  34,7","      496875","         377","       49974",
"23/05/2025  17:17:01,960","    99900000"," ","05/01/2024  13:44:39,000","R","  34,7","      304062","        1715","       49985",
"23/05/2025  17:17:01,960","   100100000"," ","05/01/2024  13:44:39,000","R","  56,8","      304687","         -81","       49974",
"23/05/2025  17:17:01,960","   100300000"," ","05/01/2024  13:44:39,000","R","  35,4","      481250","        -328","       49986",
"23/05/2025  17:17:01,960","   100500000"," ","05/01/2024  13:44:39,000","R","  44,3","      495312","         663","       49978",
"23/05/2025  17:17:01,960","   100700000"," ","05/01/2024  13:44:39,000","R","  42,3","       79687","        -857","       49975",
"23/05/2025  17:17:01,960","   100900000","ZT RADIO LA RUMBERA","01/03/2021  13:44:39,000","R","  76,1","       63125","        -144","       40223",
"23/05/2025  17:17:01,960","   101100000"," ","05/01/2024  13:44:39,000","R","  40,7","       50000","       -2432","       49975",
"23/05/2025  17:17:01,960","   101300000","LUCA RADIO 101.3","04/03/2021  13:44:39,000","M","  47,7","      488437","        -267","       49974",
"23/05/2025  17:17:01,960","   101500000"," ","05/01/2024  13:44:39,000","R","  35,1","      495312","         884","       49974",
"23/05/2025  17:17:01,960","   101700000"," ","05/01/2024  13:44:39,000","R","  42,5","      490312","         304","       49984",
"23/05/2025  17:17:01,960","   101900000"," ","05/01/2024  13:44:39,000","R","  37,2","      492812","       -1817","       49975",
"23/05/2025  17:17:01,960","   102100000"," ","05/01/2024  13:44:39,000","R","  44,1","      454062","        -635","       49975",
"23/05/2025  17:17:01,960","   102300000"," ","05/01/2024  13:44:39,000","R","  35,2","      496250","         270","       49974",
"23/05/2025  17:17:01,960","   102500000"," ","05/01/2024  13:44:39,000","R","  44,2","      462500","         618","       49974",
"23/05/2025  17:17:01,960","   102700000"," ","05/01/2024  13:44:39,000","R","  33,9","      490000","        -828","       49975",
"23/05/2025  17:17:01,960","   102900000"," ","05/01/2024  13:44:39,000","R","  37,0","      495937","         424","       49974",
"23/05/2025  17:17:01,960","   103100000"," ","05/01/2024  13:44:39,000","R","  33,5","      495000","         -49","       49974",
"23/05/2025  17:17:01,960","   103300000"," ","05/01/2024  13:44:39,000","R","  39,7","      492187","        -206","       49974",
"23/05/2025  17:17:01,960","   103500000"," ","05/01/2024  13:44:39,000","R","  34,0","      481875","         493","       49974",
"23/05/2025  17:17:01,960","   103700000"," ","05/01/2024  13:44:39,000","R","  48,6","      377500","        -943","       49980",
"23/05/2025  17:17:01,960","   103900000"," ","05/01/2024  13:44:39,000","R","  43,6","      151250","        8243","       49983",
"23/05/2025  17:17:01,960","   104100000","INTEGRACION FM","17/10/1994  13:44:39,000","M","  86,4","      211250","        -322","       49974",
"23/05/2025  17:17:01,960","   104300000"," ","05/01/2024  13:44:39,000","R","  43,3","      123437","       -8174","       49977",
"23/05/2025  17:17:01,960","   104500000"," ","05/01/2024  13:44:39,000","R","  41,0","      412500","        -644","       49975",
"23/05/2025  17:17:01,960","   104700000"," ","05/01/2024  13:44:39,000","R","  35,0","      497187","        -544","       49974",
"23/05/2025  17:17:01,960","   104900000"," ","05/01/2024  13:44:39,000","R","  43,4","      473125","         860","       49974",
"23/05/2025  17:17:01,960","   105100000"," ","05/01/2024  13:44:39,000","R","  33,4","      468125","       -1925","       49975",
"23/05/2025  17:17:01,960","   105300000","PUBLICA FM","27/11/2015  13:44:39,000","R","  54,0","      149375","        -227","       17279",
"23/05/2025  17:17:01,960","   105500000"," ","05/01/2024  13:44:39,000","R","  46,9","      446875","        -198","       49974",
"23/05/2025  17:17:01,960","   105700000"," ","05/01/2024  13:44:39,000","R","  51,8","      435625","        1006","       49971",
"23/05/2025  17:17:01,960","   105900000"," ","05/01/2024  13:44:39,000","R","  57,1","      421250","        9733","       49977",
"23/05/2025  17:17:01,960","   106100000"," ","05/01/2024  13:44:39,000","R","  59,0","      458750","        1918","       49978",
"23/05/2025  17:17:01,960","   106300000"," ","05/01/2024  13:44:39,000","R","  58,5","      449062","      -10145","       49977",
"23/05/2025  17:17:01,960","   106500000"," ","05/01/2024  13:44:39,000","R","  40,7","      499687","         165","       49974",
"23/05/2025  17:17:01,960","   106700000"," ","05/01/2024  13:44:39,000","R","  49,5","      131562","        8536","       49976",
"23/05/2025  17:17:01,960","   106900000","ZETA","25/02/2021  13:44:39,000","M","  93,7","      166562","        -536","       49988",
"23/05/2025  17:17:01,960","   107300000"," ","05/01/2024  13:44:39,000","R","  41,1","      483125","          98","       49974",
"23/05/2025  17:17:01,960","   107500000"," ","05/01/2024  13:44:39,000","R","  34,8","      490937","         -33","       49984",
"23/05/2025  17:17:01,960","   107700000"," ","05/01/2024  13:44:39,000","R","  35,7","      495312","         681","       49974",
"23/05/2025  17:17:01,960","   107900000"," ","05/01/2024  13:44:39,000","R","  32,5","      494687","          68","       49974",
"23/05/2025  17:17:01,960","   108000000"," ","05/01/2024  13:44:39,000","R","  33,8","      490625","        3374","       49975",
"23/05/2025  17:17:21,383","    88100000"," ","05/01/2024  13:44:39,000","R","  49,7","      477500","          37","       49974",
"23/05/2025  17:17:21,383","    88300000"," ","05/01/2024  13:44:39,000","R","  36,6","      465625","         561","       49974",
"23/05/2025  17:17:21,383","    88500000","RADIO SONORAMA FM","04/03/2021  13:44:39,000","R","  58,6","      465937","         -70","        6171",
"23/05/2025  17:17:21,383","    88700000"," ","05/01/2024  13:44:39,000","R","  38,8","         625","         331","       49974",
"23/05/2025  17:17:21,383","    88900000","LA RADIO DE LA ASAMBLEA NACIONA","24/01/2022  13:44:39,000","R","  86,2","         625","         -76","         128",
"23/05/2025  17:17:21,383","    90100000","RADIO ONDA MUNICIPAL FM","07/02/2018  13:44:39,000","M"," 104,6","      116250","         -37","       49974",
"23/05/2025  17:17:21,383","    90300000"," ","05/01/2024  13:44:39,000","R","  48,1","      107187","       -2747","       49975",
"23/05/2025  17:17:21,383","    90500000"," ","05/01/2024  13:44:39,000","R","  40,2","      492500","       -2204","       49975",
"23/05/2025  17:17:21,383","    90700000"," ","05/01/2024  13:44:39,000","R","  40,7","      495625","         567","       49980",
"23/05/2025  17:17:21,383","    90900000"," ","05/01/2024  13:44:39,000","R","  41,4","      492187","         149","       49974",
"23/05/2025  17:17:21,383","    91100000"," ","05/01/2024  13:44:39,000","R","  37,6","      495312","        -343","       49984",
"23/05/2025  17:17:21,383","    91300000"," ","05/01/2024  13:44:39,000","R","  43,9","      487187","       -1239","       49981",
"23/05/2025  17:17:21,383","    91500000"," ","05/01/2024  13:44:39,000","R","  38,8","      490625","        -498","       49974",
"23/05/2025  17:17:21,383","    91700000"," ","05/01/2024  13:44:39,000","R","  37,9","      481250","          78","       49988",
"23/05/2025  17:17:21,383","    91900000"," ","05/01/2024  13:44:39,000","R","  47,4","      122812","       10231","       49977",
"23/05/2025  17:17:21,383","    92100000","AMAZONAS FM","03/03/2021  13:44:39,000","R","  92,0","      144062","         298","       49974",
"23/05/2025  17:17:21,383","    92300000"," ","05/01/2024  13:44:39,000","R","  45,0","      117812","       -6947","       49979",
"23/05/2025  17:17:21,383","    92500000"," ","05/01/2024  13:44:39,000","R","  51,0","      440312","       -1602","       49979",
"23/05/2025  17:17:21,383","    92700000"," ","05/01/2024  13:44:39,000","R","  43,2","      494062","        -688","       49984",
"23/05/2025  17:17:21,383","    92900000"," ","05/01/2024  13:44:39,000","R","  44,2","      490000","        -757","       49975",
"23/05/2025  17:17:21,383","    93100000"," ","05/01/2024  13:44:39,000","R","  36,0","      494687","        -117","       49974",
"23/05/2025  17:17:21,383","    93300000"," ","05/01/2024  13:44:39,000","R","  41,8","      493437","         461","       49974",
"23/05/2025  17:17:21,383","    93500000"," ","05/01/2024  13:44:39,000","R","  45,0","      494687","         166","       49974",
"23/05/2025  17:17:21,383","    93700000"," ","05/01/2024  13:44:39,000","R","  50,7","      481250","         383","       49982",
"23/05/2025  17:17:21,383","    93900000"," ","05/01/2024  13:44:39,000","R","  36,7","      492187","       -1276","       49985",
"23/05/2025  17:17:21,383","    94100000"," ","05/01/2024  13:44:39,000","R","  39,0","      498125","        1016","       49978",
"23/05/2025  17:17:21,383","    94300000"," ","05/01/2024  13:44:39,000","R","  36,6","      119062","          85","       49974",
"23/05/2025  17:17:21,383","    94500000","LA KARIBEÑA","14/03/2022  13:44:39,000","R","  82,4","      146250","         714","       49974",
"23/05/2025  17:17:21,383","    94700000"," ","05/01/2024  13:44:39,000","R","  37,0","      122500","          97","       49984",
"23/05/2025  17:17:21,383","    94900000"," ","05/01/2024  13:44:39,000","R","  41,8","      493750","         178","       49974",
"23/05/2025  17:17:21,383","    95100000"," ","05/01/2024  13:44:39,000","R","  37,9","      496250","         257","       49980",
"23/05/2025  17:17:21,383","    95300000"," ","05/01/2024  13:44:39,000","R","  42,7","      493125","          19","       49974",
"23/05/2025  17:17:21,383","    95500000"," ","05/01/2024  13:44:39,000","R","  39,9","      123125","         -65","       49974",
"23/05/2025  17:17:21,383","    95700000","RADIO ROMÁNTICA FM","14/07/2017  13:44:39,000","R","  88,3","      143437","       -4960","       49976",
"23/05/2025  17:17:21,383","    95900000"," ","05/01/2024  13:44:39,000","R","  39,9","      118750","        -356","       49986",
"23/05/2025  17:17:21,383","    96100000"," ","05/01/2024  13:44:39,000","R","  54,9","      454062","        -406","       49974",
"23/05/2025  17:17:21,383","    96300000"," ","05/01/2024  13:44:39,000","R","  35,2","      428750","        -724","       49975",
"23/05/2025  17:17:21,383","    96500000"," ","05/01/2024  13:44:39,000","R","  37,8","      496562","         796","       49974",
"23/05/2025  17:17:21,383","    96700000"," ","05/01/2024  13:44:39,000","R","  40,6","      477812","         348","       49974",
"23/05/2025  17:17:21,383","    96900000"," ","05/01/2024  13:44:39,000","R","  48,0","      410312","         503","       49974",
"23/05/2025  17:17:21,383","    97100000"," ","05/01/2024  13:44:39,000","R","  34,6","      456875","         -86","       49980",
"23/05/2025  17:17:21,383","    97300000"," ","05/01/2024  13:44:39,000","R","  35,9","      496250","         -55","       49978",
"23/05/2025  17:17:21,383","    97500000"," ","05/01/2024  13:44:39,000","R","  36,6","      491562","         296","       49974",
"23/05/2025  17:17:21,383","    97700000"," ","05/01/2024  13:44:39,000","R","  43,2","      100937","        -292","       49974",
"23/05/2025  17:17:21,383","    97900000"," ","05/01/2024  13:44:39,000","R","  62,5","      187187","       17023","       49978",
"23/05/2025  17:17:21,383","    98100000","RADIO PODOCARPUS","04/03/2021  13:45:39,000","M"," 103,4","      285937","         573","       49974",
"23/05/2025  17:17:21,383","    98300000"," ","05/01/2024  13:44:39,000","R","  42,1","      200937","      -16372","       49979",
"23/05/2025  17:17:21,383","    98500000"," ","05/01/2024  13:44:39,000","R","  39,4","       90312","         272","       49978",
"23/05/2025  17:17:21,383","    98700000"," ","05/01/2024  13:44:39,000","R","  36,8","      367500","         191","       49974",
"23/05/2025  17:17:21,383","    98900000"," ","05/01/2024  13:44:39,000","R","  56,7","      351250","         241","       49974",
"23/05/2025  17:17:21,383","    99100000"," ","05/01/2024  13:44:39,000","R","  47,0","      492187","        -743","       49975",
"23/05/2025  17:17:21,383","    99300000"," ","05/01/2024  13:44:39,000","R","  48,2","      445937","        -409","       49974",
"23/05/2025  17:17:21,383","    99500000"," ","05/01/2024  13:44:39,000","R","  44,7","      472500","       12687","       49977",
"23/05/2025  17:17:21,383","    99700000"," ","05/01/2024  13:44:39,000","R","  37,3","      497812","         174","       49974",
"23/05/2025  17:17:21,383","    99900000"," ","05/01/2024  13:44:39,000","R","  38,4","      331875","         870","       49980",
"23/05/2025  17:17:21,383","   100100000"," ","05/01/2024  13:44:39,000","R","  56,8","      343437","         788","       49988",
"23/05/2025  17:17:21,383","   100300000"," ","05/01/2024  13:44:39,000","R","  38,4","      475625","        -248","       49974",
"23/05/2025  17:17:21,383","   100500000"," ","05/01/2024  13:44:39,000","R","  44,3","      488750","        2008","       49975",
"23/05/2025  17:17:21,383","   100700000"," ","05/01/2024  13:44:39,000","R","  43,9","       63437","       -2725","       49975",
"23/05/2025  17:17:21,383","   100900000","ZT RADIO LA RUMBERA","01/03/2021  13:44:39,000","R","  75,8","       85312","          44","       49974",
"23/05/2025  17:17:21,383","   101100000"," ","05/01/2024  13:44:39,000","R","  34,3","       65000","         179","       49974",
"23/05/2025  17:17:21,383","   101300000","LUCA RADIO 101.3","04/03/2021  13:44:39,000","M","  47,0","      484375","        -271","       49974",
"23/05/2025  17:17:21,383","   101500000"," ","05/01/2024  13:44:39,000","R","  35,3","      495937","        1509","       49975",
"23/05/2025  17:17:21,383","   101700000"," ","05/01/2024  13:44:39,000","R","  42,5","      485312","        -376","       49974",
"23/05/2025  17:17:21,383","   101900000"," ","05/01/2024  13:44:39,000","R","  35,7","      492500","       -1536","       49975",
"23/05/2025  17:17:21,383","   102100000"," ","05/01/2024  13:44:39,000","R","  43,6","      459687","         426","       49988",
"23/05/2025  17:17:21,383","   102300000"," ","05/01/2024  13:44:39,000","R","  33,7","      495312","         977","       49987",
"23/05/2025  17:17:21,383","   102500000"," ","05/01/2024  13:44:39,000","R","  45,2","      466250","        -318","       49974",
"23/05/2025  17:17:21,383","   102700000"," ","05/01/2024  13:44:39,000","R","  35,5","      493125","        -134","       49974",
"23/05/2025  17:17:21,383","   102900000"," ","05/01/2024  13:44:39,000","R","  36,6","      495000","         219","       49996",
"23/05/2025  17:17:21,383","   103100000"," ","05/01/2024  13:44:39,000","R","  35,1","      495312","         -61","       49974",
"23/05/2025  17:17:21,383","   103300000"," ","05/01/2024  13:44:39,000","R","  38,6","      493750","        -487","       49974",
"23/05/2025  17:17:21,383","   103500000"," ","05/01/2024  13:44:39,000","R","  34,0","      484687","         389","       49974",
"23/05/2025  17:17:21,383","   103700000"," ","05/01/2024  13:44:39,000","R","  48,8","      379375","        -218","       49986",
"23/05/2025  17:17:21,383","   103900000"," ","05/01/2024  13:44:39,000","R","  43,7","      166562","        9846","       49977",
"23/05/2025  17:17:21,383","   104100000","INTEGRACION FM","17/10/1994  13:44:39,000","M","  85,2","      227187","        -785","       49975",
"23/05/2025  17:17:21,383","   104300000"," ","05/01/2024  13:44:39,000","R","  38,8","      142812","       -9736","       49977",
"23/05/2025  17:17:21,383","   104500000"," ","05/01/2024  13:44:39,000","R","  41,2","      389062","        -411","       49982",
"23/05/2025  17:17:21,383","   104700000"," ","05/01/2024  13:44:39,000","R","  34,0","      495625","        -388","       49980",
"23/05/2025  17:17:21,383","   104900000"," ","05/01/2024  13:44:39,000","R","  43,6","      460000","         634","       49974",
"23/05/2025  17:17:21,383","   105100000"," ","05/01/2024  13:44:39,000","R","  33,9","      462812","       -2286","       49981",
"23/05/2025  17:17:21,383","   105300000","PUBLICA FM","27/11/2015  13:44:39,000","R","  56,2","      166875","          21","       49974",
"23/05/2025  17:17:21,383","   105500000"," ","05/01/2024  13:44:39,000","R","  33,4","      471562","         362","       49970",
"23/05/2025  17:17:21,383","   105700000"," ","05/01/2024  13:44:39,000","R","  49,2","      421250","          86","       49974",
"23/05/2025  17:17:21,383","   105900000"," ","05/01/2024  13:44:39,000","R","  57,0","      458125","       10410","       49977",
"23/05/2025  17:17:21,383","   106100000"," ","05/01/2024  13:44:39,000","R","  59,4","      454062","       -1194","       49982",
"23/05/2025  17:17:21,383","   106300000"," ","05/01/2024  13:44:39,000","R","  58,4","      450312","       -9159","       49977",
"23/05/2025  17:17:21,383","   106500000"," ","05/01/2024  13:44:39,000","R","  41,8","      499062","       -1929","       49975",
"23/05/2025  17:17:21,383","   106700000"," ","05/01/2024  13:44:39,000","R","  43,8","      113125","        2978","       49975",
"23/05/2025  17:17:21,383","   106900000","ZETA","25/02/2021  13:44:39,000","M","  94,3","      146250","        1052","       49975",
"23/05/2025  17:17:21,383","   107300000"," ","05/01/2024  13:44:39,000","R","  42,3","      488437","         942","       49974",
"23/05/2025  17:17:21,383","   107500000"," ","05/01/2024  13:44:39,000","R","  51,8","      492500","         172","       49988",
"23/05/2025  17:17:21,383","   107700000"," ","05/01/2024  13:44:39,000","R","  34,8","      495625","          89","       49982",
"23/05/2025  17:17:21,383","   107900000"," ","05/01/2024  13:44:39,000","R","  33,5","      494375","         297","       49974",
"23/05/2025  17:17:21,383","   108000000"," ","05/01/2024  13:44:39,000","R","  37,3","      490000","        2661","       49975",
"23/05/2025  17:17:40,797","    88100000"," ","05/01/2024  13:44:39,000","R","  49,9","      476875","          55","       49974",
"23/05/2025  17:17:40,797","    88300000"," ","05/01/2024  13:44:39,000","R","  43,8","      479062","        -393","       49974",
"23/05/2025  17:17:40,797","    88500000","RADIO SONORAMA FM","04/03/2021  13:44:39,000","R","  58,4","      475312","         -66","        6866",
"23/05/2025  17:17:40,797","    88700000"," ","05/01/2024  13:44:39,000","R","  40,0","         625","        -180","       49974",
"23/05/2025  17:17:40,797","    88900000","LA RADIO DE LA ASAMBLEA NACIONA","24/01/2022  13:44:39,000","R","  86,1","         625","         -74","         179",
"23/05/2025  17:17:40,797","    90100000","RADIO ONDA MUNICIPAL FM","07/02/2018  13:44:39,000","M"," 104,2","      110625","         248","       49974",
"23/05/2025  17:17:40,797","    90300000"," ","05/01/2024  13:44:39,000","R","  47,8","      105312","       -2618","       49988",
"23/05/2025  17:17:40,797","    90500000"," ","05/01/2024  13:44:39,000","R","  40,0","      493437","       -2501","       49984",
"23/05/2025  17:17:40,797","    90700000"," ","05/01/2024  13:44:39,000","R","  38,2","      496250","        1000","       49975",
"23/05/2025  17:17:40,797","    90900000"," ","05/01/2024  13:44:39,000","R","  41,5","      492187","        -620","       49974",
"23/05/2025  17:17:40,797","    91100000"," ","05/01/2024  13:44:39,000","R","  38,7","      494687","        -311","       49974",
"23/05/2025  17:17:40,797","    91300000"," ","05/01/2024  13:44:39,000","R","  43,8","      481250","       -1218","       49975",
"23/05/2025  17:17:40,797","    91500000"," ","05/01/2024  13:44:39,000","R","  41,1","      491562","        -201","       49974",
"23/05/2025  17:17:40,797","    91700000"," ","05/01/2024  13:44:39,000","R","  36,9","      491562","         158","       49974",
"23/05/2025  17:17:40,797","    91900000"," ","05/01/2024  13:44:39,000","R","  51,6","      123437","        9143","       49986",
"23/05/2025  17:17:40,797","    92100000","AMAZONAS FM","03/03/2021  13:44:39,000","R","  92,0","      138437","         709","       49971",
"23/05/2025  17:17:40,797","    92300000"," ","05/01/2024  13:44:39,000","R","  43,1","      118750","       -5138","       49976",
"23/05/2025  17:17:40,797","    92500000"," ","05/01/2024  13:44:39,000","R","  50,1","      460625","        -799","       49975",
"23/05/2025  17:17:40,797","    92700000"," ","05/01/2024  13:44:39,000","R","  37,4","      493437","       -1063","       49975",
"23/05/2025  17:17:40,797","    92900000"," ","05/01/2024  13:44:39,000","R","  44,9","      491562","        -408","       49978",
"23/05/2025  17:17:40,797","    93100000"," ","05/01/2024  13:44:39,000","R","  41,1","      496562","         -60","       49984",
"23/05/2025  17:17:40,797","    93300000"," ","05/01/2024  13:44:39,000","R","  43,0","      493125","        -120","       49974",
"23/05/2025  17:17:40,797","    93500000"," ","05/01/2024  13:44:39,000","R","  37,3","      493750","         515","       49974",
"23/05/2025  17:17:40,797","    93700000"," ","05/01/2024  13:44:39,000","R","  45,0","      483125","          78","       49974",
"23/05/2025  17:17:40,797","    93900000"," ","05/01/2024  13:44:39,000","R","  36,3","      490937","         624","       49974",
"23/05/2025  17:17:40,797","    94100000"," ","05/01/2024  13:44:39,000","R","  38,6","      495625","         -91","       49974",
"23/05/2025  17:17:40,797","    94300000"," ","05/01/2024  13:44:39,000","R","  37,3","      115312","         328","       49974",
"23/05/2025  17:17:40,797","    94500000","LA KARIBEÑA","14/03/2022  13:44:39,000","R","  81,5","      134062","         671","       49974",
"23/05/2025  17:17:40,797","    94700000"," ","05/01/2024  13:44:39,000","R","  41,3","      121562","         258","       49974",
"23/05/2025  17:17:40,797","    94900000"," ","05/01/2024  13:44:39,000","R","  40,9","      492500","         342","       49978",
"23/05/2025  17:17:40,797","    95100000"," ","05/01/2024  13:44:39,000","R","  42,3","      495625","         389","       49986",
"23/05/2025  17:17:40,797","    95300000"," ","05/01/2024  13:44:39,000","R","  43,2","      491875","         742","       49986",
"23/05/2025  17:17:40,797","    95500000"," ","05/01/2024  13:44:39,000","R","  36,3","      117500","         455","       49974",
"23/05/2025  17:17:40,797","    95700000","RADIO ROMÁNTICA FM","14/07/2017  13:44:39,000","R","  88,3","      140312","       -2812","       49975",
"23/05/2025  17:17:40,797","    95900000"," ","05/01/2024  13:44:39,000","R","  45,7","      113437","        1201","       49975",
"23/05/2025  17:17:40,797","    96100000"," ","05/01/2024  13:44:39,000","R","  55,3","      393750","         730","       49980",
